title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model
Portrait of Titus,220384,Rembrandt,1653.0,https://uploads3.wikiart.org/images/rembrandt/portrait-of-titus-1653.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
St. Jerome in an Italian landscape,220525,Rembrandt,1653.0,https://uploads1.wikiart.org/images/rembrandt/st-jerome-in-an-italian-landscape-1653.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The Flight into Egypt Called In the Style of Elzheimer,220604,Rembrandt,1653.0,https://uploads4.wikiart.org/images/rembrandt/the-flight-into-egypt-called-in-the-style-of-elzheimer-1653.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The Three Crosses,220678,Rembrandt,1653.0,https://uploads3.wikiart.org/images/rembrandt/the-three-crosses-1653.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Bathsheba at Her Bath (Bathsheba Holding King David's Letter),220048,Rembrandt,1654.0,https://uploads3.wikiart.org/images/rembrandt/bathsheba-bathing-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Christ at Emmaus,220089,Rembrandt,1654.0,https://uploads2.wikiart.org/images/rembrandt/christ-at-emmaus-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Christ returning from the Temple with his parents,220104,Rembrandt,1654.0,https://uploads8.wikiart.org/images/rembrandt/christ-returning-from-the-temple-with-his-parents-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Christ seated disputing with the doctors,220105,Rembrandt,1654.0,https://uploads8.wikiart.org/images/rembrandt/christ-seated-disputing-with-the-doctors-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Jan Six,220177,Rembrandt,1654.0,https://uploads2.wikiart.org/images/rembrandt/jan-six-1654.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Jesus and his Parents Returning from Jerusalem,220180,Rembrandt,1654.0,https://uploads5.wikiart.org/images/rembrandt/jesus-and-his-parents-returning-from-jerusalem-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Jesus Christ Entombed,220182,Rembrandt,1654.0,https://uploads7.wikiart.org/images/rembrandt/jesus-christ-entombed-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Old man with a Beret,220274,Rembrandt,1654.0,https://uploads6.wikiart.org/images/rembrandt/old-man-with-a-beret-1654.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Portrait of an Old Jew,220335,Rembrandt,1654.0,https://uploads8.wikiart.org/images/rembrandt/portrait-of-an-old-jew-1654.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Portrait of an Old Man in Red,220338,Rembrandt,1654.0,https://uploads6.wikiart.org/images/rembrandt/portrait-of-an-old-man-in-red-1654.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Portrait of an Old Man in Red,220339,Rembrandt,1654.0,https://uploads8.wikiart.org/images/rembrandt/portrait-of-an-old-man-in-red-1654-1.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Portrait of Floris Soop,220349,Rembrandt,1654.0,https://uploads0.wikiart.org/images/rembrandt/portrait-of-floris-soop-1654.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Portrait of Hendrikje Stoffels,220355,Rembrandt,1654.0,https://uploads7.wikiart.org/images/rembrandt/portrait-of-hendrikje-stoffels-1654.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Presentation in the Temple,220390,Rembrandt,1654.0,https://uploads3.wikiart.org/images/rembrandt/presentation-in-the-temple-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Self-portrait,220440,Rembrandt,1654.0,https://uploads8.wikiart.org/images/rembrandt/self-portrait-1654.jpg!Large.jpg,rembrandt,self-portrait,,Baroque,,1.0
The descent from the cross by torchlight,220594,Rembrandt,1654.0,https://uploads8.wikiart.org/images/rembrandt/the-descent-from-the-cross-by-torchlight-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The entombment,220599,Rembrandt,1654.0,https://uploads0.wikiart.org/images/rembrandt/the-entombment-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The flight into Egypt crossing a brook,220605,Rembrandt,1654.0,https://uploads6.wikiart.org/images/rembrandt/the-flight-into-egypt-crossing-a-brook-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The golf player,220608,Rembrandt,1654.0,https://uploads1.wikiart.org/images/rembrandt/the-golf-player-1654.jpg!Large.jpg,rembrandt,genre painting,,Baroque,,1.0
The Holy Family with a cat,220613,Rembrandt,1654.0,https://uploads3.wikiart.org/images/rembrandt/the-holy-family-with-a-cat-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The Virgin and the child with the cat and snake,220686,Rembrandt,1654.0,https://uploads6.wikiart.org/images/rembrandt/the-virgin-and-the-child-with-the-cat-and-snake-1654.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Young Woman Trying Earrings,220738,Rembrandt,1654.0,https://uploads4.wikiart.org/images/rembrandt/young-woman-trying-earrings-1654.jpg!Large.jpg,rembrandt,"portrait, tronie",,Baroque,,1.0
Hendrickje Bathing in a River,220047,Rembrandt,1654.0,https://uploads3.wikiart.org/images/rembrandt/bathing-river.jpg!Large.jpg,rembrandt,genre painting,,Baroque,,1.0
Hendrickje Stoffels in velvet beret,220158,Rembrandt,1654.0,https://uploads7.wikiart.org/images/rembrandt/hendrickje-stoffels-in-velvet-beret.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Old man,220267,Rembrandt,1654.0,https://uploads8.wikiart.org/images/rembrandt/old-man-1.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Portrait of an old Woman,220341,Rembrandt,1654.0,https://uploads7.wikiart.org/images/rembrandt/portrait-of-an-old-woman-1.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
The Little Mill,220627,Rembrandt,1654.0,https://uploads2.wikiart.org/images/rembrandt/the-molentje.jpg!Large.jpg,rembrandt,landscape,,Baroque,,1.0
Portrait of a Bearded Man in Black Beret,220298,Rembrandt,1654.0,https://uploads3.wikiart.org/images/rembrandt/portrait-of-a-bearded-man-in-black-beret.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
"Portrait of Rembrandt's Brother, Andrien van Rijn",220376,Rembrandt,1654.0,https://uploads2.wikiart.org/images/rembrandt/portrait-of-rembrandt-s-brother-andrien-van-rijn.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
The Flight into Egypt,220601,Rembrandt,1654.0,https://uploads2.wikiart.org/images/rembrandt/the-flight-into-egypt.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
A Man in Armour,219955,Rembrandt,1655.0,https://uploads1.wikiart.org/images/rembrandt/a-man-in-armour-1655.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Abraham's Sacrifice,220011,Rembrandt,1655.0,https://uploads5.wikiart.org/images/rembrandt/abraham-s-sacrifice-1655.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Bearded Man with a Beret,220049,Rembrandt,1655.0,https://uploads1.wikiart.org/images/rembrandt/bearded-man-with-a-beret-1655.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Jacob Haring Portrait (The Old Haring ),220166,Rembrandt,1655.0,https://uploads4.wikiart.org/images/rembrandt/jacob-haring-portrait-the-old-haring-1655.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Joseph Accused by Potiphar's Wife,220191,Rembrandt,1655.0,https://uploads1.wikiart.org/images/rembrandt/joseph-accused-by-potiphar-s-wife-1655.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
Portrait of a Young Woman,220326,Rembrandt,1655.0,https://uploads2.wikiart.org/images/rembrandt/portrait-of-a-young-woman-1655.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Self-portrait in studio attire,220482,Rembrandt,1655.0,https://uploads2.wikiart.org/images/rembrandt/self-portrait-in-studio-attire.jpg!Large.jpg,rembrandt,self-portrait,,Baroque,,1.0
The Dream of St. Joseph,220595,Rembrandt,1655.0,https://uploads8.wikiart.org/images/rembrandt/the-dream-of-st-joseph-1655.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The Polish Rider,220638,Rembrandt,1655.0,https://uploads2.wikiart.org/images/rembrandt/the-polish-rider-1655.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
The Carcass of an Ox (Slaughtered Ox),220582,Rembrandt,1655.0,https://uploads6.wikiart.org/images/rembrandt/the-carcass-of-an-ox-1657.jpg!Large.jpg,rembrandt,still life,,"Baroque, Tenebrism",,1.0
Titus,220702,Rembrandt,1655.0,https://uploads4.wikiart.org/images/rembrandt/titus.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Alexander the Great,220019,Rembrandt,1655.0,https://uploads0.wikiart.org/images/rembrandt/alexander-the-great.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Old Woman Reading,220281,Rembrandt,1655.0,https://uploads7.wikiart.org/images/rembrandt/old-woman-reading.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Schellingwou seen from the Diemerdijk,220424,Rembrandt,1655.0,https://uploads0.wikiart.org/images/rembrandt/schellingwou-seen-from-the-diemerdijk.jpg!Large.jpg,rembrandt,landscape,,Baroque,,1.0
Abraham Entertaining the Angels,220008,Rembrandt,1656.0,https://uploads8.wikiart.org/images/rembrandt/abraham-entertaining-the-angels-1656.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Abraham Franz,220009,Rembrandt,1656.0,https://uploads8.wikiart.org/images/rembrandt/abraham-franz-1656.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Anatomy of Doctor Deyman,220033,Rembrandt,1656.0,https://uploads1.wikiart.org/images/rembrandt/anatomy-of-doctor-deyman-1656.jpg!Large.jpg,rembrandt,genre painting,,Baroque,,1.0
Hendrickje at an Open Door,220156,Rembrandt,1656.0,https://uploads2.wikiart.org/images/rembrandt/hendrickje-at-an-open-doo-1656.jpg!Large.jpg,rembrandt,"portrait, tronie",,"Baroque, Tenebrism",,1.0
Jacob Blessing the Children of Joseph,220164,Rembrandt,1656.0,https://uploads5.wikiart.org/images/rembrandt/jacob-blessing-the-children-of-joseph-1656.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
Jean Lutma,220178,Rembrandt,1656.0,https://uploads5.wikiart.org/images/rembrandt/jean-lutma-1656.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
The artist`s son Titus,220567,Rembrandt,1656.0,https://uploads8.wikiart.org/images/rembrandt/the-artist-s-son-titus-1656.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Thomas Jacobsz Haaring the Younger,220697,Rembrandt,1656.0,https://uploads2.wikiart.org/images/rembrandt/thomas-jacobsz-haaring-the-younger-1656.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Shah Jahan and Dara Shikoh,220509,Rembrandt,1656.0,https://uploads7.wikiart.org/images/rembrandt/shah-jahan-and-dara-shikoh.jpg!Large.jpg,rembrandt,genre painting,,Baroque,,1.0
A Bearded Man in a Cap,219936,Rembrandt,1657.0,https://uploads8.wikiart.org/images/rembrandt/a-bearded-man-in-a-cap-1657.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
St. Bartholomew,220521,Rembrandt,1657.0,https://uploads0.wikiart.org/images/rembrandt/st-bartholomew-1657.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
St. Francis beneath a tree praying,220522,Rembrandt,1657.0,https://uploads1.wikiart.org/images/rembrandt/st-francis-beneath-a-tree-praying-1657.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The agony in the garden,220553,Rembrandt,1657.0,https://uploads0.wikiart.org/images/rembrandt/the-agony-in-the-garden-1657.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The Apostle Paul,220561,Rembrandt,1657.0,https://uploads6.wikiart.org/images/rembrandt/the-apostle-paul.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Titus Reading,220703,Rembrandt,1657.0,https://uploads8.wikiart.org/images/rembrandt/titus-reading-1657.jpg!Large.jpg,rembrandt,"portrait, tronie",,Baroque,,1.0
"Titus, the Artist's son",220705,Rembrandt,1657.0,https://uploads3.wikiart.org/images/rembrandt/titus-the-artist-s-son.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
A Young Woman Trying on Earings,220003,Rembrandt,1657.0,https://uploads3.wikiart.org/images/rembrandt/a-young-woman-trying-on-earings.jpg!Large.jpg,rembrandt,"portrait, tronie",,"Baroque, Tenebrism",,1.0
Saint Francis Praying,220406,Rembrandt,1657.0,https://uploads2.wikiart.org/images/rembrandt/saint-francis-praying.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Self-portrait with a Sketch Book,220489,Rembrandt,1657.0,https://uploads4.wikiart.org/images/rembrandt/self-portrait-with-a-sketch-book.jpg!Large.jpg,rembrandt,self-portrait,,"Baroque, Tenebrism",,1.0
A woman at the bath with a hat beside her,219987,Rembrandt,1658.0,https://uploads0.wikiart.org/images/rembrandt/a-woman-at-the-bath-with-a-hat-beside-her-1658.jpg!Large.jpg,rembrandt,nude painting (nu),,Baroque,,1.0
A Woman Seated Before a Dutch Stove,219990,Rembrandt,1658.0,https://uploads3.wikiart.org/images/rembrandt/a-woman-seated-before-a-dutch-stove-1658.jpg!Large.jpg,rembrandt,nude painting (nu),,Baroque,,1.0
Christ and the woman of Samaria an arched print,220086,Rembrandt,1658.0,https://uploads6.wikiart.org/images/rembrandt/christ-and-the-woman-of-samaria-an-arched-print-1658.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Little Self-portrait,220220,Rembrandt,1658.0,https://uploads6.wikiart.org/images/rembrandt/little-self-portrait-1658.jpg!Large.jpg,rembrandt,"self-portrait, tronie",,"Baroque, Tenebrism",,1.0
Negress lying down,220248,Rembrandt,1658.0,https://uploads4.wikiart.org/images/rembrandt/negress-lying-down-1658.jpg!Large.jpg,rembrandt,nude painting (nu),,Baroque,,1.0
Portrait of Coppenol,220344,Rembrandt,1658.0,https://uploads6.wikiart.org/images/rembrandt/portrait-of-coppenol-1658.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Seated naked woman (Woman bathing her feet at a brook),220427,Rembrandt,1658.0,https://uploads2.wikiart.org/images/rembrandt/seated-naked-woman-woman-bathing-her-feet-at-a-brook-1658.jpg!Large.jpg,rembrandt,nude painting (nu),,Baroque,,1.0
Self-portrait,220441,Rembrandt,1658.0,https://uploads8.wikiart.org/images/rembrandt/self-portrait-1658.jpg!Large.jpg,rembrandt,self-portrait,,"Baroque, Tenebrism",,1.0
The phoenix or the statue overthrown,220635,Rembrandt,1658.0,https://uploads4.wikiart.org/images/rembrandt/the-phoenix-or-the-statue-overthrown-1658.jpg!Large.jpg,rembrandt,mythological painting,,Baroque,,1.0
Woman Sitting Half Dressed Beside a Stove,220731,Rembrandt,1658.0,https://uploads0.wikiart.org/images/rembrandt/woman-sitting-half-dressed-beside-a-stove-1658.jpg!Large.jpg,rembrandt,nude painting (nu),,Baroque,,1.0
Philemon and Baucis,220291,Rembrandt,1658.0,https://uploads0.wikiart.org/images/rembrandt/philemon-and-baucis.jpg!Large.jpg,rembrandt,mythological painting,,"Baroque, Tenebrism",,1.0
Portrait of a Lady with an Ostrich Feather Fan,220304,Rembrandt,1658.0,https://uploads0.wikiart.org/images/rembrandt/portrait-of-a-lady-with-an-ostrich-feather-fan.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
A Franciscan Friar,219947,Rembrandt,1659.0,https://uploads4.wikiart.org/images/rembrandt/a-franciscan-friar-1659.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Christ and the Samaritan at the Well,220084,Rembrandt,1659.0,https://uploads4.wikiart.org/images/rembrandt/christ-and-the-samaritan-at-the-well-1659.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Christ crucified between the two thieves (Three crosses),220092,Rembrandt,1659.0,https://uploads4.wikiart.org/images/rembrandt/christ-crucified-between-the-two-thieves-three-crosses-1659.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Moses Smashing the Tablets of the Law,220245,Rembrandt,1659.0,https://uploads5.wikiart.org/images/rembrandt/moses-smashing-the-tablets-of-the-law-1659.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
Peter and John healing the cripple at the gate of the Temple,220288,Rembrandt,1659.0,https://uploads1.wikiart.org/images/rembrandt/peter-and-john-healing-the-cripple-at-the-gate-of-the-temple-1659.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Portrait of Hendrickje Stofells as Flora,220352,Rembrandt,1659.0,https://uploads8.wikiart.org/images/rembrandt/portrait-of-hendrickje-stofells-as-flora-1659.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Portrait of Hendrickje Stoffels,220353,Rembrandt,1659.0,https://uploads8.wikiart.org/images/rembrandt/portrait-of-hendrickje-stoffels-1659.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Rembrandt Christ and the Woman of Samaria,220394,Rembrandt,1659.0,https://uploads0.wikiart.org/images/rembrandt/rembrandt-christ-and-the-woman-of-samaria-1659.jpg!Large.jpg,rembrandt,genre painting,,"Baroque, Tenebrism",,1.0
Self-portrait,220443,Rembrandt,1659.0,https://uploads8.wikiart.org/images/rembrandt/self-portrait-1659.jpg!Large.jpg,rembrandt,self-portrait,,"Baroque, Tenebrism",,1.0
Self-portrait,220444,Rembrandt,1659.0,https://uploads1.wikiart.org/images/rembrandt/self-portrait-1659-1.jpg!Large.jpg,rembrandt,"self-portrait, tronie",,"Baroque, Tenebrism",,1.0
Self-portrait with beret and turned up collar,220492,Rembrandt,1659.0,https://uploads4.wikiart.org/images/rembrandt/self-portrait-with-beret-and-turned-up-collar-1659.jpg!Large.jpg,rembrandt,"self-portrait, tronie",,"Baroque, Tenebrism",,1.0
The Apostle Paul,220560,Rembrandt,1659.0,https://uploads2.wikiart.org/images/rembrandt/the-apostle-paul-1659.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
Tobit and Anna,220707,Rembrandt,1659.0,https://uploads0.wikiart.org/images/rembrandt/tobit-and-anna-1659.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Jacob Wrestling with the Angel,296714,Rembrandt,1659.0,https://uploads7.wikiart.org/images/rembrandt/jacob-wrestling-with-the-angel-1659.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Self-portrait,220460,Rembrandt,1659.0,https://uploads5.wikiart.org/images/rembrandt/self-portrait-7.jpg!Large.jpg,rembrandt,"self-portrait, tronie",,Baroque,,1.0
A Young Man at a Table (possibly Govaert Flinck),219997,Rembrandt,1660.0,https://uploads5.wikiart.org/images/rembrandt/a-young-man-at-a-table-possibly-govaert-flinck-1660.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Mater Dolorosa,220237,Rembrandt,1660.0,https://uploads0.wikiart.org/images/rembrandt/mater-dolorosa-1660.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Portrait of a Gentleman with a Tall Hat and Gloves,220302,Rembrandt,1660.0,https://uploads0.wikiart.org/images/rembrandt/portrait-of-a-gentleman-with-a-tall-hat-and-gloves-1660.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Portrait of Hendrickje Stoffels,220354,Rembrandt,1660.0,https://uploads8.wikiart.org/images/rembrandt/portrait-of-hendrickje-stoffels-1660.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
"Portrait of the Artist at His Easel, detail of the face",220380,Rembrandt,1660.0,https://uploads4.wikiart.org/images/rembrandt/portrait-of-the-artist-at-his-easel-detail-of-the-face-1660.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Saul and David,220423,Rembrandt,1660.0,https://uploads0.wikiart.org/images/rembrandt/saul-and-david-1660.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Self-portrait,220447,Rembrandt,1660.0,https://uploads1.wikiart.org/images/rembrandt/self-portrait-1660-1.jpg!Large.jpg,rembrandt,"self-portrait, tronie",,"Baroque, Tenebrism",,1.0
Self-portrait,220448,Rembrandt,1660.0,https://uploads1.wikiart.org/images/rembrandt/self-portrait-1660-2.jpg!Large.jpg,rembrandt,self-portrait,,"Baroque, Tenebrism",,1.0
The denial of Peter,220695,Rembrandt,1660.0,https://uploads5.wikiart.org/images/rembrandt/the-denial-of-peter-1660.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
Titus van Rijn in a Monk`s Habit,220704,Rembrandt,1660.0,https://uploads0.wikiart.org/images/rembrandt/titus-van-rijn-in-a-monk-s-habit-1660.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
"Ahasuerus (Xerxes), Haman and Esther",220017,Rembrandt,1660.0,https://uploads5.wikiart.org/images/rembrandt/ahasuerus-xerxes-haman-and-esther.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
Haman Begging Esther for Mercy,220149,Rembrandt,1660.0,https://uploads2.wikiart.org/images/rembrandt/haman-begging-esther-for-mercy.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
Portrait of an Old Woman,220340,Rembrandt,1660.0,https://uploads5.wikiart.org/images/rembrandt/portrait-of-an-old-woman.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Self-portrait,220461,Rembrandt,1660.0,https://uploads5.wikiart.org/images/rembrandt/self-portrait-8.jpg!Large.jpg,rembrandt,"self-portrait, tronie",,Baroque,,1.0
Christ with Arms Folded,9223372032559849980,Rembrandt,1661.0,https://uploads4.wikiart.org/00288/images/rembrandt/christ-with-arms-folded-1661.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
Portrait of a Bearded Man,220296,Rembrandt,1661.0,https://uploads2.wikiart.org/images/rembrandt/portrait-of-a-bearded-man-1661.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Portrait of Jacob Trip,220358,Rembrandt,1661.0,https://uploads8.wikiart.org/images/rembrandt/portrait-of-jacob-trip-1661.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Portrait of Margeretha de Geer,220366,Rembrandt,1661.0,https://uploads7.wikiart.org/images/rembrandt/portrait-of-margeretha-de-geer-1661.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Self-portrait as the Apostle Paul,220466,Rembrandt,1661.0,https://uploads1.wikiart.org/images/rembrandt/self-portrait-as-the-apostle-paul-1661.jpg!Large.jpg,rembrandt,self-portrait,,"Baroque, Tenebrism",,1.0
St. Matthew and The Angel,220531,Rembrandt,1661.0,https://uploads1.wikiart.org/images/rembrandt/st-matthew-and-the-angel-1661.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The Apostle Bartholomew,220559,Rembrandt,1661.0,https://uploads0.wikiart.org/images/rembrandt/the-apostle-bartholomew-1661.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
The Apostle Simon,220562,Rembrandt,1661.0,https://uploads3.wikiart.org/images/rembrandt/the-apostle-simon-1661.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
The Circumcision,220584,Rembrandt,1661.0,https://uploads2.wikiart.org/images/rembrandt/the-circumcision-1661.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
The Virgin of Sorrow,220687,Rembrandt,1661.0,https://uploads6.wikiart.org/images/rembrandt/the-virgin-of-sorrow-1661.jpg!Large.jpg,rembrandt,religious painting,,"Baroque, Tenebrism",,1.0
The Woman with the Arrow,220692,Rembrandt,1661.0,https://uploads1.wikiart.org/images/rembrandt/the-woman-with-the-arrow-1661.jpg!Large.jpg,rembrandt,nude painting (nu),,Baroque,,1.0
Two Negroes,220712,Rembrandt,1661.0,https://uploads6.wikiart.org/images/rembrandt/two-negroes-1661.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Christ Resurrected,220128,Rembrandt,1661.0,https://uploads8.wikiart.org/images/rembrandt/ecce-homo.jpg!Large.jpg,rembrandt,religious painting,,Baroque,,1.0
Four Orientals seated under a tree. Ink on paper,220145,Rembrandt,1661.0,https://uploads1.wikiart.org/images/rembrandt/four-orientals-seated-under-a-tree-ink-on-paper.jpg!Large.jpg,rembrandt,genre painting,,Baroque,,1.0
Jacob Tripp,220170,Rembrandt,1661.0,https://uploads1.wikiart.org/images/rembrandt/jacob-tripp.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
"Portrait of Margheride Geer, Wife of Jacob Trip",220367,Rembrandt,1661.0,https://uploads0.wikiart.org/images/rembrandt/portrait-of-margheride-geer-wife-of-jacob-trip.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
The Knight with the Falcon,220617,Rembrandt,1661.0,https://uploads7.wikiart.org/images/rembrandt/the-knight-with-the-falcon.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
The Conspiracy of Claudius Civilis,220046,Rembrandt,1662.0,https://uploads6.wikiart.org/images/rembrandt/batavernas-trohetsed-1662.jpg!Large.jpg,rembrandt,genre painting,,Baroque,,1.0
Portrait of a Man in a Tall Hat,220309,Rembrandt,1662.0,https://uploads8.wikiart.org/images/rembrandt/portrait-of-a-man-in-a-tall-hat-1662.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Portrait of a Woman with a Lapdog,220323,Rembrandt,1662.0,https://uploads1.wikiart.org/images/rembrandt/portrait-of-a-woman-with-a-lapdog-1662.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Return of the Prodigal Son(fragment),220403,Rembrandt,1662.0,https://uploads3.wikiart.org/images/rembrandt/return-of-the-prodigal-son-fragment-1662.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
Study for one of the syndics of the Cloth Guild,220541,Rembrandt,1662.0,https://uploads6.wikiart.org/images/rembrandt/study-for-one-of-the-syndics-of-the-cloth-guild-1662.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
The Conspiracy of the Batavians,220588,Rembrandt,1662.0,https://uploads8.wikiart.org/images/rembrandt/the-conspiration-of-the-bataves-1662.jpg!Large.jpg,rembrandt,history painting,,Baroque,,1.0
The Syndics,220676,Rembrandt,1662.0,https://uploads1.wikiart.org/images/rembrandt/the-syndics.jpg!Large.jpg,rembrandt,portrait,,Baroque,,1.0
A Seated Female Nude,219974,Rembrandt,1662.0,https://uploads1.wikiart.org/images/rembrandt/a-seated-female-nude.jpg!Large.jpg,rembrandt,nude painting (nu),,Baroque,,1.0
Frederick Rihel on Horseback,220146,Rembrandt,1663.0,https://uploads5.wikiart.org/images/rembrandt/frederick-rihel-on-horseback-1663.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
Homer,220163,Rembrandt,1663.0,https://uploads0.wikiart.org/images/rembrandt/homer-1663.jpg!Large.jpg,rembrandt,portrait,,"Baroque, Tenebrism",,1.0
