title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model,image_path,image_size,image_width,image_height,image_new_size,image_new_width,image_new_height,image_new_path
Bouquet of Roses,218291,Renoir Pierre-Auguste,1900.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/bouquet-of-roses-1900.jpg!Large.jpg,pierre-auguste-renoir,flower painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1900/218291.jpg,"(837, 987)",837,987,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1900_218291.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1900_218291.jpg
Gypsy Girl,218532,Renoir Pierre-Auguste,1879.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/gypsy-girl-1879.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1879/218532.jpg,"(750, 1020)",750,1020,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1879_218532.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1879_218532.jpg
The Pont des Arts and the Institut de France,219271,Renoir Pierre-Auguste,1867.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/the-pont-des-arts-and-the-institut-de-france-1867.jpg!Large.jpg,pierre-auguste-renoir,cityscape,,Realism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1867/219271.jpg,"(1152, 704)",1152,704,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1867_219271.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1867_219271.jpg
Garden Scene in Brittany,218475,Renoir Pierre-Auguste,1886.0,https://uploads4.wikiart.org/images/pierre-auguste-renoir/garden-scene-in-brittany-1886.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1886/218475.jpg,"(1244, 1024)",1244,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1886_218475.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1886_218475.jpg
Landscape,218621,Renoir Pierre-Auguste,,https://uploads4.wikiart.org/images/pierre-auguste-renoir/landscape-7.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/unknown-year/218621.jpg,"(1236, 1024)",1236,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_218621.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_218621.jpg
The Seine at Asnieres (The Skiff),219291,Renoir Pierre-Auguste,1879.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/the-seine-at-asnieres-the-skiff-1879.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1879/219291.jpg,"(1152, 872)",1152,872,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1879_219291.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1879_219291.jpg
Portrait of Madame Duberville with Her Son Henri,218927,Renoir Pierre-Auguste,1910.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/portrait-of-madame-duberville-with-her-son-henri-1910.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1910/218927.jpg,"(799, 1031)",799,1031,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1910_218927.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1910_218927.jpg
Nude Seated in a Landscape,218810,Renoir Pierre-Auguste,,https://uploads1.wikiart.org/images/pierre-auguste-renoir/nude-seated-in-a-landscape.jpg!Large.jpg,pierre-auguste-renoir,nude painting (nu),,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/unknown-year/218810.jpg,"(990, 1096)",990,1096,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_218810.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_218810.jpg
The Test Garden in Algiers,219304,Renoir Pierre-Auguste,1882.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/the-test-garden-in-algiers-1882.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1882/219304.jpg,"(805, 1030)",805,1030,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1882_219304.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1882_219304.jpg
Melon and Tomatos,218757,Renoir Pierre-Auguste,1903.0,https://uploads1.wikiart.org/images/pierre-auguste-renoir/melon-and-tomatos.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1903/218757.jpg,"(800, 590)",800,590,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1903_218757.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1903_218757.jpg
Onions,218827,Renoir Pierre-Auguste,1881.0,https://uploads4.wikiart.org/images/pierre-auguste-renoir/onions-1881.jpg!Large.jpg,pierre-auguste-renoir,still life,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1881/218827.jpg,"(1131, 676)",1131,676,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1881_218827.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1881_218827.jpg
The letter,219246,Renoir Pierre-Auguste,1900.0,https://uploads8.wikiart.org/images/pierre-auguste-renoir/the-letter-1900.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1900/219246.jpg,"(950, 756)",950,756,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1900_219246.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1900_219246.jpg
Summer,219152,Renoir Pierre-Auguste,1875.0,https://uploads4.wikiart.org/images/pierre-auguste-renoir/summer-1875.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1875/219152.jpg,"(565, 695)",565,695,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1875_219152.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1875_219152.jpg
Woman with a Fan,219461,Renoir Pierre-Auguste,1906.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/woman-with-a-fan-1906.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1906/219461.jpg,"(786, 979)",786,979,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1906_219461.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1906_219461.jpg
Young Girls at the Piano,9223372032559850806,Renoir Pierre-Auguste,,https://uploads4.wikiart.org/00290/images/pierre-auguste-renoir/auguste-renoir-young-girls-at-the-piano-google-art-project-1.jpg!Large.jpg,pierre-auguste-renoir,figurative,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/unknown-year/9223372032559850806.jpg,"(4005, 5292)",4005,5292,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_9223372032559850806.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_9223372032559850806.jpg
Charles le Coeur,218346,Renoir Pierre-Auguste,1874.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/charles-le-coeur-1874.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1874/218346.jpg,"(774, 1182)",774,1182,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1874_218346.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1874_218346.jpg
Bouquet of flowers,218288,Renoir Pierre-Auguste,1881.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/bouquet-of-flowers.jpg!Large.jpg,pierre-auguste-renoir,flower painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1881/218288.jpg,"(913, 720)",913,720,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1881_218288.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1881_218288.jpg
Red Roses,218970,Renoir Pierre-Auguste,,https://uploads2.wikiart.org/images/pierre-auguste-renoir/red-roses.jpg!Large.jpg,pierre-auguste-renoir,flower painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/unknown-year/218970.jpg,"(983, 504)",983,504,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_218970.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_218970.jpg
Aline and Pierre,218200,Renoir Pierre-Auguste,1887.0,https://uploads5.wikiart.org/images/pierre-auguste-renoir/aline-and-pierre-1887.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1887/218200.jpg,"(777, 975)",777,975,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1887_218200.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1887_218200.jpg
Picking Flowers,218853,Renoir Pierre-Auguste,1875.0,https://uploads4.wikiart.org/images/pierre-auguste-renoir/picking-flowers-1875.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1875/218853.jpg,"(1226, 1024)",1226,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1875_218853.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1875_218853.jpg
Woman in White in the Garden at Colettes,219439,Renoir Pierre-Auguste,1915.0,https://uploads2.wikiart.org/images/pierre-auguste-renoir/woman-in-white-in-the-garden-at-colettes-1915.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1915/219439.jpg,"(1280, 925)",1280,925,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1915_219439.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1915_219439.jpg
Three Women and Child in a Landscape,219321,Renoir Pierre-Auguste,1918.0,https://uploads7.wikiart.org/images/pierre-auguste-renoir/three-women-and-child-in-a-landscape-1918.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1918/219321.jpg,"(924, 1104)",924,1104,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1918_219321.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1918_219321.jpg
Arabs by the Sea,218224,Renoir Pierre-Auguste,,https://uploads0.wikiart.org/images/pierre-auguste-renoir/arabs-by-the-sea.jpg!Large.jpg,pierre-auguste-renoir,landscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/unknown-year/218224.jpg,"(1230, 1024)",1230,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_218224.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_218224.jpg
The Powder Magazine at La Rochelle,219274,Renoir Pierre-Auguste,,https://uploads0.wikiart.org/images/pierre-auguste-renoir/the-powder-magazine-at-la-rochelle.jpg!Large.jpg,pierre-auguste-renoir,cityscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/unknown-year/219274.jpg,"(932, 736)",932,736,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_219274.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_219274.jpg
Gabrielle reading,218463,Renoir Pierre-Auguste,1906.0,https://uploads6.wikiart.org/images/pierre-auguste-renoir/gabrielle-reading-1906.jpg!Large.jpg,pierre-auguste-renoir,portrait,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/1906/218463.jpg,"(784, 948)",784,948,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1906_218463.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_1906_218463.jpg
A Girl,218174,Renoir Pierre-Auguste,,https://uploads8.wikiart.org/images/pierre-auguste-renoir/a-girl.jpg!Large.jpg,pierre-auguste-renoir,genre painting,,Impressionism,,1.0,wikiart-master/wiki_art_saved/renoir/images/pierre-auguste-renoir/unknown-year/218174.jpg,"(549, 694)",549,694,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_218174.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/pierre-auguste-renoir_unknown-year_218174.jpg
Japanese art,206179,van Gogh Vincent ,1887.0,https://uploads5.wikiart.org/images/vincent-van-gogh/japanese-art-1887.jpg!Large.jpg,vincent-van-gogh,cityscape,,Japonism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1887/206179.jpg,"(491, 665)",491,665,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1887_206179.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1887_206179.jpg
Head of a Woman,206116,van Gogh Vincent ,1885.0,https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-woman-6(1).jpg!Large.jpg,vincent-van-gogh,portrait,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1885/206116.jpg,"(598, 1024)",598,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1885_206116.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1885_206116.jpg
The Houses on Schenkweg where Van Gogh Lived,207114,van Gogh Vincent ,1882.0,https://uploads1.wikiart.org/images/vincent-van-gogh/the-houses-on-schenkweg-where-van-gogh-lived-1882.jpg!Large.jpg,vincent-van-gogh,landscape,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1882/207114.jpg,"(1024, 595)",1024,595,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1882_207114.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1882_207114.jpg
"Summer Evening, Wheatfield with Setting sun",207044,van Gogh Vincent ,1888.0,https://uploads8.wikiart.org/images/vincent-van-gogh/summer-evening-wheatfield-with-setting-sun-1888.jpg!Large.jpg,vincent-van-gogh,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1888/207044.jpg,"(1274, 1024)",1274,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_207044.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_207044.jpg
Daughter of Jacob Meyer,205854,van Gogh Vincent ,1881.0,https://uploads1.wikiart.org/images/vincent-van-gogh/daughter-of-jacob-meyer-1881(1).jpg!Large.jpg,vincent-van-gogh,portrait,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1881/205854.jpg,"(726, 1024)",726,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1881_205854.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1881_205854.jpg
Skull,206884,van Gogh Vincent ,1887.0,https://uploads4.wikiart.org/images/vincent-van-gogh/skull-1.jpg!Large.jpg,vincent-van-gogh,vanitas,,"Post-Impressionism, Neo-Impressionism",,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1887/206884.jpg,"(1320, 1795)",1320,1795,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1887_206884.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1887_206884.jpg
Still Life Majolica Jug with Wildflowers,206952,van Gogh Vincent ,1888.0,https://uploads6.wikiart.org/images/vincent-van-gogh/still-life-majolica-jug-with-wildflowers-1888.jpg!Large.jpg,vincent-van-gogh,still life,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1888/206952.jpg,"(835, 1024)",835,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_206952.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_206952.jpg
View of Paris from Montmartre,207356,van Gogh Vincent ,1886.0,https://uploads4.wikiart.org/images/vincent-van-gogh/view-of-paris-from-montmartre-1886.jpg!Large.jpg,vincent-van-gogh,panorama,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1886/207356.jpg,"(2734, 1692)",2734,1692,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1886_207356.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1886_207356.jpg
The Plough and the Harrow (after Millet),207152,van Gogh Vincent ,1890.0,https://uploads4.wikiart.org/images/vincent-van-gogh/the-plough-and-the-harrow-after-millet-1890.jpg!Large.jpg,vincent-van-gogh,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1890/207152.jpg,"(1280, 1012)",1280,1012,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_207152.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_207152.jpg
Undergrowth,207296,van Gogh Vincent ,1887.0,https://uploads6.wikiart.org/images/vincent-van-gogh/undergrowth-1887-1.jpg!Large.jpg,vincent-van-gogh,landscape,,"Post-Impressionism, Neo-Impressionism",,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1887/207296.jpg,"(1280, 904)",1280,904,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1887_207296.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1887_207296.jpg
Olive Trees against a Slope of a Hill,206376,van Gogh Vincent ,1889.0,https://uploads3.wikiart.org/images/vincent-van-gogh/olive-trees-against-a-slope-of-a-hill-1889.jpg!Large.jpg,vincent-van-gogh,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1889/206376.jpg,"(1270, 1024)",1270,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1889_206376.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1889_206376.jpg
Bridge near the Schenkweg,205762,van Gogh Vincent ,1882.0,https://uploads7.wikiart.org/images/vincent-van-gogh/bridge-near-the-schenkweg(1).jpg!Large.jpg,vincent-van-gogh,cityscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1882/205762.jpg,"(1024, 618)",1024,618,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1882_205762.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1882_205762.jpg
"Portrait of Trabuc, an Attendant at Saint-Paul Hospital",206680,van Gogh Vincent ,1889.0,https://uploads2.wikiart.org/images/vincent-van-gogh/portrait-of-trabuc-an-attendant-at-saint-paul-hospital-1889.jpg!Large.jpg,vincent-van-gogh,portrait,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1889/206680.jpg,"(2033, 2715)",2033,2715,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1889_206680.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1889_206680.jpg
Wheat Field with a Lark,207419,van Gogh Vincent ,1887.0,https://uploads1.wikiart.org/images/vincent-van-gogh/wheat-field-with-a-lark-1887(1).jpg!Large.jpg,vincent-van-gogh,landscape,,"Post-Impressionism, Neo-Impressionism",,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1887/207419.jpg,"(2760, 2280)",2760,2280,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1887_207419.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1887_207419.jpg
Self-Portrait with Pipe,206796,van Gogh Vincent ,1886.0,https://uploads0.wikiart.org/images/vincent-van-gogh/self-portrait-with-pipe-1886-1.jpg!Large.jpg,vincent-van-gogh,self-portrait,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1886/206796.jpg,"(1261, 1697)",1261,1697,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1886_206796.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1886_206796.jpg
Landscape with the Chateau of Auvers at Sunset,206226,van Gogh Vincent ,1890.0,https://uploads3.wikiart.org/images/vincent-van-gogh/landscape-with-the-chateau-of-auvers-at-sunset-1890.jpg!Large.jpg,vincent-van-gogh,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1890/206226.jpg,"(2733, 1313)",2733,1313,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_206226.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1890_206226.jpg
Bowl with Peonies and Roses,205753,van Gogh Vincent ,1886.0,https://uploads5.wikiart.org/images/vincent-van-gogh/bowl-with-peonies-and-roses-1886(1).jpg!Large.jpg,vincent-van-gogh,flower painting,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1886/205753.jpg,"(1243, 1024)",1243,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1886_205753.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1886_205753.jpg
The Mill of Alphonse Daudet at Fontevieille,207130,van Gogh Vincent ,1888.0,https://uploads0.wikiart.org/images/vincent-van-gogh/the-mill-of-alphonse-daudet-at-fontevieille-1888.jpg!Large.jpg,vincent-van-gogh,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1888/207130.jpg,"(1280, 792)",1280,792,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_207130.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_207130.jpg
Garden with Flowers,205999,van Gogh Vincent ,1888.0,https://uploads8.wikiart.org/images/vincent-van-gogh/garden-with-flowers-1888-1(1).jpg!Large.jpg,vincent-van-gogh,landscape,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1888/205999.jpg,"(1796, 1434)",1796,1434,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_205999.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1888_205999.jpg
"Sien, Peeling Potatoes",206840,van Gogh Vincent ,1883.0,https://uploads5.wikiart.org/images/vincent-van-gogh/sien-peeling-potatoes-1883.jpg!Large.jpg,vincent-van-gogh,genre painting,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1883/206840.jpg,"(673, 1024)",673,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1883_206840.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1883_206840.jpg
Digger,205857,van Gogh Vincent ,1881.0,https://uploads2.wikiart.org/images/vincent-van-gogh/digger-1881(1).jpg!Large.jpg,vincent-van-gogh,genre painting,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1881/205857.jpg,"(785, 1024)",785,1024,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1881_205857.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1881_205857.jpg
Woman by a Hearth,207464,van Gogh Vincent ,1885.0,https://uploads1.wikiart.org/images/vincent-van-gogh/woman-by-a-hearth-1885.jpg!Large.jpg,vincent-van-gogh,genre painting,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1885/207464.jpg,"(1887, 2265)",1887,2265,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1885_207464.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1885_207464.jpg
Alley Bordered by Trees,205681,van Gogh Vincent ,1884.0,https://uploads1.wikiart.org/images/vincent-van-gogh/alley-bordered-by-trees-1884(1).jpg!Large.jpg,vincent-van-gogh,landscape,,Realism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1884/205681.jpg,"(731, 1200)",731,1200,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1884_205681.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1884_205681.jpg
Olive Picking,206373,van Gogh Vincent ,1889.0,https://uploads8.wikiart.org/images/vincent-van-gogh/olive-picking-1889-2.jpg!Large.jpg,vincent-van-gogh,genre painting,,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/van_gogh/images/vincent-van-gogh/1889/206373.jpg,"(1280, 991)",1280,991,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1889_206373.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_120/vincent-van-gogh_1889_206373.jpg
