title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model,artistUrl_in_images
Head of a Bearded Man,275060,Solario Andrea,1524.0,https://uploads7.wikiart.org/images/andrea-solario/head-of-a-bearded-man.jpg!Large.jpg,andrea-solario,portrait,,High Renaissance,,1.0,1.0
Cleopatra,275058,Solario Andrea,,https://uploads4.wikiart.org/images/andrea-solario/cleopatra.jpg!Large.jpg,andrea-solario,history painting,,High Renaissance,,1.0,1.0
Study Of The Ruin Altenberg,9223372032559859555,Achenbach Andreas,1831.0,https://uploads8.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-altenberger-dom-studie.jpg!Large.jpg,andreas-achenbach,"cityscape, sketch and study",,Romanticism,,1.0,1.0
Die alte Akademie in Düsseldorf,9223372032559847176,Achenbach Andreas,1831.0,https://uploads5.wikiart.org/00277/images/andreas-achenbach/die-alte-akademie-in-d-sseldorf.jpg!Large.jpg,andreas-achenbach,cityscape,,Romanticism,,1.0,1.0
Roland's arches,9223372032559859569,Achenbach Andreas,1834.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/finkenberg-andreas-achenbach-1834-bildausschnitt.jpg!Large.jpg,andreas-achenbach,"landscape, cloudscape",,Romanticism,,1.0,1.0
Roland's Arch,9223372032559859563,Achenbach Andreas,1834.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-rolandsbogen-1834.jpg!Large.jpg,andreas-achenbach,"landscape, capriccio",,Romanticism,,1.0,1.0
Motif From Bohuslän. Study,9223372032559859572,Achenbach Andreas,1835.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/motif-from-bohusl-n-sweden-study-andreas-achenbach-nationalmuseum-212139.jpg!Large.jpg,andreas-achenbach,"landscape, sketch and study",,Romanticism,,1.0,1.0
Scheveningen Beach,9223372032559859566,Achenbach Andreas,1835.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/beach-at-scheveningen-by-adreas-achenbach-lvr-landesmuseum-bonn.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Surf on a Rocky Coast,9223372032559859449,Achenbach Andreas,1835.0,https://uploads8.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-felsige-k-ste.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Snowy Forest,9223372032559859290,Achenbach Andreas,1835.0,https://uploads8.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-snowy-forest-google-art-project.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Trollhättefallen,9223372032559859552,Achenbach Andreas,1836.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-trollh-ttan-f-lle.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Norwegian Landscape,9223372032559859512,Achenbach Andreas,1837.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-norwegische-landschaft-1837.jpg!Large.jpg,andreas-achenbach,"landscape, cloudscape",,Romanticism,,1.0,1.0
Storm at Sea off the Norwegian Coast,9223372032559859502,Achenbach Andreas,1837.0,https://uploads6.wikiart.org/00313/images/andreas-achenbach/mk-17354-andreas-achenbach-ein-seesturm-an-der-norwegischen-k-ste.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Storm on the Black sea,9223372032559859460,Achenbach Andreas,1837.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/achenbach-storm-on-the-black-sea.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Low tide,9223372032559859453,Achenbach Andreas,1837.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/achenbach-ebbe.JPG!Large.JPG,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Winter boat dock,9223372032559859533,Achenbach Andreas,1838.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-attr-winterliche-bootsanlegestelle-1838.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Fisherman's Cottage in The Dunes,9223372032559859494,Achenbach Andreas,1838.0,https://uploads5.wikiart.org/00313/images/andreas-achenbach/achenbach-fischerkate-in-den-d-nen-albert-k-nig-museum20160904-1.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
A Driving Accident,9223372032559859576,Achenbach Andreas,1839.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/the-carriage-accident-by-andreas-achenbach-nasjonalmuseet-for-kunst-arkitektur-og-design-ng-m-04334.jpg!Large.jpg,andreas-achenbach,genre painting,,Romanticism,,1.0,1.0
Landscape With Church Of Schwarzrheindorf,9223372032559859558,Achenbach Andreas,1839.0,https://uploads1.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-landschaft-mit-kirche-von-schwarzrheindorf.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Shore of the frozen Sea (Winter Landscape),9223372032559859457,Achenbach Andreas,1839.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-003.jpg!Large.jpg,andreas-achenbach,"marina, genre painting",,Romanticism,,1.0,1.0
Ship in stormy seas,9223372032559859482,Achenbach Andreas,1840.0,https://uploads2.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-schiff-in-st-rmischer-see.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Hikers At A Torrent,9223372032559859564,Achenbach Andreas,1841.0,https://uploads8.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-wanderer-an-einem-wildbach-1841.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Landscape with rune stone,9223372032559859547,Achenbach Andreas,1841.0,https://uploads8.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-landschaft-mit-runenstein-14599-bavarian-state-painting-collections.jpg!Large.jpg,andreas-achenbach,"landscape, cloudscape",,Romanticism,,1.0,1.0
Waterfall,9223372032559859577,Achenbach Andreas,1842.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/waterfall-by-andreas-achenbach-hungarian-national-gallery-18-b.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Mill in the forest on a falling mountain waterNorwegian mountain landscape with a mountain stream,9223372032559859561,Achenbach Andreas,1843.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-norwegische-berglandschaft.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Italian Landscape,9223372032559859570,Achenbach Andreas,1845.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/italian-landscape-by-andreas-achenbach-carnegie-museum-of-art-93-119.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Storm On The Coastline,9223372032559859475,Achenbach Andreas,1846.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-k-stenstreifen-bei-st-rmischer-see-1846.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Retrieving the Stern Boat,9223372032559859451,Achenbach Andreas,1846.0,https://uploads5.wikiart.org/00313/images/andreas-achenbach/retrieving-the-stern-boat-by-andreas-achenbach.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Italian landscape,9223372032559859544,Achenbach Andreas,1847.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-italienische-landschaft.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
"It clears up, coast of Sicily",9223372032559859501,Achenbach Andreas,1847.0,https://uploads2.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-clearing-up-coast-of-sicily-walters-37116-1.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Norwegian coast by moonlight,9223372032559859495,Achenbach Andreas,1848.0,https://uploads6.wikiart.org/00313/images/andreas-achenbach/norwegian-coast-by-moonlight-by-andreas-achenbach-1848-1.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Scheveningen Beach,9223372032559859567,Achenbach Andreas,1850.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/beach-at-scheveningen-by-andreas-achenbach-nasjonalmuseet-for-kunst-arkitektur-og-design-ng-m-00205.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Italian landscape at twilight,9223372032559859543,Achenbach Andreas,1850.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-italienische-landschaft-in-der-d-mmerung-1850.jpg!Large.jpg,andreas-achenbach,"landscape, cloudscape",,Romanticism,,1.0,1.0
The Waterfalls of Trollhättan in Sweden,9223372032559859514,Achenbach Andreas,1850.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-wasserf-lle-von-trollh-ttan.jpg!Large.jpg,andreas-achenbach,"marina, landscape",,Romanticism,,1.0,1.0
The Entrance to the Harbour at Hellevoetsluys,9223372032559859450,Achenbach Andreas,1850.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-die-einfahrt-zum-hafen-von-hellevoetsluys.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Scheveningen Beach At Oncoming Thunderstorm,9223372032559859575,Achenbach Andreas,1851.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/the-beach-at-scheveningen-with-a-thunderstorm-brewing-by-andreas-achenbach-dordrechts-museum-dm-872.jpg!Large.jpg,andreas-achenbach,"cloudscape, marina",,Romanticism,,1.0,1.0
Landscape with a Stream,9223372032559859503,Achenbach Andreas,1851.0,https://uploads5.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-landschaft-mit-bach.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Italian coast landscape,9223372032559859473,Achenbach Andreas,1851.0,https://uploads6.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-italienische-k-stenlandschaft.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Hilly Landscape With Cloudy Sky,9223372032559859541,Achenbach Andreas,1852.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-heuvelachtig-landschap-met-bewolkte-lucht-br1365-rijksmuseum-twenthe.jpg!Large.jpg,andreas-achenbach,"landscape, cloudscape",,Romanticism,,1.0,1.0
The Mill,9223372032559859532,Achenbach Andreas,1852.0,https://uploads6.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-1815-1910-the-mill-rcin-406973-royal-collection.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Rock Landscape With Waterfall in Norway,9223372032559859574,Achenbach Andreas,1853.0,https://uploads1.wikiart.org/00313/images/andreas-achenbach/rotslandschap-met-waterval-in-noorwegen-centraal-museum-2583.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
An agitated marina under a stormy sky,9223372032559859529,Achenbach Andreas,1853.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/andrea-achembach-marina-agitata-sotto-un-cielo-burrascoso-1853-012.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Porto Venere On The Ligurian Coast,9223372032559859478,Achenbach Andreas,1853.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-porto-venere-am-ligurischen-meer.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Hunter in landscape,9223372032559859557,Achenbach Andreas,1854.0,https://uploads1.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-j-ger-in-landschaft-1854.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Ships In A Storm On The Dutch Coast,9223372032559859448,Achenbach Andreas,1854.0,https://uploads2.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-schiffe-im-sturm-an-der-holl-ndischen-k-ste.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
On the coast of Capri,9223372032559859573,Achenbach Andreas,1855.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/on-the-coast-of-capri-achenbach-andreas.jpg!Large.jpg,andreas-achenbach,"landscape, cloudscape",,Romanticism,,1.0,1.0
By the Dock,9223372032559859456,Achenbach Andreas,1855.0,https://uploads1.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-am-kai.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Transport after a storm in Porto Venere in the gulf of Spezia,9223372032559859530,Achenbach Andreas,1857.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/andrea-achembach-trasporto-dopo-un-temporale-a-porto-venere-nel-golfo-della-spezia-1857-01.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Winter Landscape,9223372032559859508,Achenbach Andreas,1858.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/a-achenbach-winterlandschap-nk2911-cultural-heritage-agency-of-the-netherlands-art-collection.jpg!Large.jpg,andreas-achenbach,"marina, landscape",,Romanticism,,1.0,1.0
Off Ostend,9223372032559859516,Achenbach Andreas,1859.0,https://uploads2.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-vor-ostende-1859.jpg!Large.jpg,andreas-achenbach,"landscape, cloudscape",,Romanticism,,1.0,1.0
Dutch coastal landscape with windmills,9223372032559859542,Achenbach Andreas,1860.0,https://uploads6.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-holl-ndische-k-stenlandschaft-mit-windm-hlen-11825-bavarian-state-painting.jpg!Large.jpg,andreas-achenbach,"landscape, cloudscape",,Romanticism,,1.0,1.0
Mill on the mountain stream,9223372032559859548,Achenbach Andreas,1861.0,https://uploads2.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-m-hle-am-gebirgsbach-1861.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Damage to the old pier,9223372032559859472,Achenbach Andreas,1861.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-havarie-am-alten-pier.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Shed By A Lake in Wooded Hilly Countryside,9223372032559859549,Achenbach Andreas,1862.0,https://uploads5.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-schuurtje-aan-een-plas-in-bebost-heuvellandschap-0388-rijksmuseum-twenthe.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
A Church Interior,9223372032559859538,Achenbach Andreas,1862.0,https://uploads5.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-ein-kircheninterior.jpg!Large.jpg,andreas-achenbach,interior,,Romanticism,,1.0,1.0
Westphalian Watermill,9223372032559859518,Achenbach Andreas,1863.0,https://uploads1.wikiart.org/00313/images/andreas-achenbach/achenbach-andreas-westf-lische-wasserm-hle.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
The return of the shrimp fishermen,9223372032559859481,Achenbach Andreas,1863.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-r-ckkehr-der-krabbenfischer-1863.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Seascape,9223372032559859476,Achenbach Andreas,1863.0,https://uploads1.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-marine.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
View of Neuss,9223372032559859288,Achenbach Andreas,1865.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-view-of-neuss-google-art-project.jpg!Large.jpg,andreas-achenbach,"landscape, cloudscape",,Romanticism,,1.0,1.0
In the Port of Ostend,9223372032559859517,Achenbach Andreas,1866.0,https://uploads2.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-im-hafen-von-ostende-1866.jpg!Large.jpg,andreas-achenbach,cityscape,,Romanticism,,1.0,1.0
Landscape with a River,9223372032559859513,Achenbach Andreas,1866.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-landschaft-mit-einem-fluss.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Farewell to the Fleet,9223372032559859463,Achenbach Andreas,1866.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-ausfahrt-der-heringsflotte.jpg!Large.jpg,andreas-achenbach,"marina, genre painting",,Romanticism,,1.0,1.0
Mill in the forest at a falling mountain water,9223372032559859560,Achenbach Andreas,1868.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-m-hle-im-walde-an-einem-st-rzenden-bergwasser-1868.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Landscape in Hessen,9223372032559859545,Achenbach Andreas,1868.0,https://uploads6.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-landschaft-in-hessen.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
At the torrent,9223372032559859534,Achenbach Andreas,1868.0,https://uploads2.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-am-wildbach-1868.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
A Fishing Boat and a Steamer in Rough Seas,9223372032559859466,Achenbach Andreas,1869.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-ein-fischerboot-und-ein-dampfer-in-rauer-see.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Coastal Landscape With City View,9223372032559859474,Achenbach Andreas,1875.0,https://uploads1.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-k-stenlandschaft-mit-stadtansicht.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Fish market in Ostend,9223372032559859540,Achenbach Andreas,1876.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-fischmarkt-in-ostende-14421-bavarian-state-painting-collections.jpg!Large.jpg,andreas-achenbach,"marina, genre painting",,Romanticism,,1.0,1.0
Mooring boats at a Dutch harbor,9223372032559859490,Achenbach Andreas,1877.0,https://uploads8.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-anlegende-boote-an-einem-holl-ndischen-hafen-1877.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Water mill on the river,9223372032559859553,Achenbach Andreas,1878.0,https://uploads2.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-wasserm-hle-am-fluss-1878.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Beach scene,9223372032559859551,Achenbach Andreas,1880.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-strandszene-14545-bavarian-state-painting-collections.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
Self Portrait,9223372032559859524,Achenbach Andreas,1880.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/achenbach-selbstportrat.jpg!Large.jpg,andreas-achenbach,self-portrait,,Romanticism,,1.0,1.0
Storm On The Dutch Coast,9223372032559859525,Achenbach Andreas,1880.0,https://uploads1.wikiart.org/00313/images/andreas-achenbach/achenbach-storm.jpg!Large.jpg,andreas-achenbach,"marina, landscape",,Romanticism,,1.0,1.0
Evening mood in Een Hollandse Haven,9223372032559859519,Achenbach Andreas,1880.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/achenbach-avondstemming.jpg!Large.jpg,andreas-achenbach,"marina, cityscape",,Romanticism,,1.0,1.0
Storm On The Sea,9223372032559859485,Achenbach Andreas,1881.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-sturm-auf-dem-meer.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Towboat leaving the port of Ostend at heyday,9223372032559859467,Achenbach Andreas,1882.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-ein-schlepper-verl-sst-den-hafen-von-ostende-bei-flut.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Mountainous Landscape With Stream And Watermill,9223372032559859535,Achenbach Andreas,1884.0,https://uploads2.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-bergige-landschaft-mit-bach-und-wasserm-hle.jpg!Large.jpg,andreas-achenbach,landscape,,Romanticism,,1.0,1.0
Marché De Poissons À Ostende,9223372032559859469,Achenbach Andreas,1886.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-fischmarkt-in-ostende.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Lighthouse at Ostend,9223372032559859446,Achenbach Andreas,1887.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-002.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Stormy coast,9223372032559859499,Achenbach Andreas,1888.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-st-rmische-k-ste-1888-1.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Bundling Forces in Rough Seas,9223372032559859471,Achenbach Andreas,1888.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-geballte-kr-fte-in-der-rauen-see.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Boats On A Stormy Sea,9223372032559859452,Achenbach Andreas,1888.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/achenbach-boote-auf-st-rmischer-see-albert-k-nig-museum20160904.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
At the pier,9223372032559859500,Achenbach Andreas,1889.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-an-der-mole-1889-1.jpg!Large.jpg,andreas-achenbach,"marina, genre painting",,Romanticism,,1.0,1.0
Landing Of The Fishing Boats,9223372032559859489,Achenbach Andreas,1889.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-anlandung-der-fischerboote.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
On the coast,9223372032559859461,Achenbach Andreas,1889.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-an-der-k-ste.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Fishing Boats And Steamers At The Pier Of Ostend,9223372032559859523,Achenbach Andreas,1890.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/achenbach-pier-oostende.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
"Departure Of A Steamship, Storm On The Dutch Coast",9223372032559859526,Achenbach Andreas,1890.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/achenbach-vertrek-van-een-stoomschip.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Entrance To The Harbor Of Hellevoetsluis,9223372032559859521,Achenbach Andreas,1890.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/achenbach-ingang-tot-de-haven-van-hellevoetsluis.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
"Moored Steam Drill At A Busy Quay, Holland",9223372032559859510,Achenbach Andreas,1890.0,https://uploads8.wikiart.org/00313/images/andreas-achenbach/achenbach-aangemeerde-stoomboot.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Nocturnal coastal landscape with fishermen,9223372032559859477,Achenbach Andreas,1890.0,https://uploads8.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-n-chtliche-k-stenlandschaft-mit-fischern.jpg!Large.jpg,andreas-achenbach,"marina, cloudscape",,Romanticism,,1.0,1.0
A Moored Steamer at a Busy Quay,9223372032559859465,Achenbach Andreas,1890.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-ein-angelegter-dampfer-an-einem-belebten-quai.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Jetty with sailing boats,9223372032559859464,Achenbach Andreas,1891.0,https://uploads7.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-bootssteg-mit-segelbooten-1891.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Fischerboot in Seenot,9223372032559859492,Achenbach Andreas,1893.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-fischerboot-in-seenot-1893.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Sailboats in the storm,9223372032559859483,Achenbach Andreas,1895.0,https://uploads1.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-segelboote-im-sturm-1895.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Two fishermen unloading a boat with furled sails,9223372032559859459,Achenbach Andreas,1895.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-zwei-fischer-beim-entladen-eines-bootes-mit-eingerollten-segeln.jpg!Large.jpg,andreas-achenbach,"marina, genre painting",,Romanticism,,1.0,1.0
Full moon night on the quay,9223372032559859488,Achenbach Andreas,1896.0,https://uploads6.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-vollmondnacht-am-kai.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Storm On The Coast,9223372032559859455,Achenbach Andreas,1896.0,https://uploads5.wikiart.org/00313/images/andreas-achenbach/achenbach-sturm-an-der-k-ste.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Fisherman on the beach,9223372032559859468,Achenbach Andreas,1897.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-fischer-am-strand.jpg!Large.jpg,andreas-achenbach,"marina, genre painting",,Romanticism,,1.0,1.0
Coastal landscape,9223372032559859493,Achenbach Andreas,1898.0,https://uploads2.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-k-stenlandschaft.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
Sailors At Stormy Seas,9223372032559859484,Achenbach Andreas,1898.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-segler-bei-st-rmischer-see.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
On a stormy sea,9223372032559859462,Achenbach Andreas,1898.0,https://uploads5.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-auf-st-rmischer-see.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
"Vismarkt, Ostend",9223372032559859527,Achenbach Andreas,1900.0,https://uploads4.wikiart.org/00313/images/andreas-achenbach/achenbach-vismarkt-oostende.jpg!Large.jpg,andreas-achenbach,"marina, cityscape",,Romanticism,,1.0,1.0
"Night view, Amsterdam",9223372032559859522,Achenbach Andreas,1900.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/achenbach-nachtgezicht-amsterdam.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,1.0
"Ships coming in, Hollandse Kust",9223372032559859520,Achenbach Andreas,1900.0,https://uploads8.wikiart.org/00313/images/andreas-achenbach/achenbach-binnenlopende-schepen.jpg!Large.jpg,andreas-achenbach,"marina, genre painting",,Romanticism,,1.0,1.0
Moored Boats in A Dutch Harbor,9223372032559859509,Achenbach Andreas,1900.0,https://uploads0.wikiart.org/00313/images/andreas-achenbach/achenbach-aangemeerde-boten-in-een-hollandse-haven.jpg!Large.jpg,andreas-achenbach,"marina, landscape",,Romanticism,,1.0,1.0
